Order_ID,Order_Date,Customer_ID,Product_Name,GeographyKey,Sales,Quantity,Discount,Profit
EU-2020-100024,2022-12-19,CUST-011,Folding Table,North|Colorado|Miami,8225.7,7,0.0,1645.14
EU-2024-100025,2023-02-06,CUST-028,Gaming Chair,Central|Michigan|Chicago,309.12,1,0.1,51.0
US-2023-100026,2021-09-08,CUST-010,Conference Table,Central|Texas|Indianapolis,402.5,2,0.0,80.5
CA-2022-100027,2021-03-18,CUST-005,Laptop Table,Central|Ohio|New York,3097.9,7,0.05,565.37
US-2021-100028,2024-09-18,CUST-008,Shipping Labels,West|California|Indianapolis,840.24,3,0.0,117.63
US-2020-100029,2024-01-14,CUST-016,Plastic Binder,Central|Ohio|San Francisco,626.44,1,0.2,43.85
US-2024-100030,2022-11-29,CUST-021,Sticky Notes,Central|Texas|New York,931.58,1,0.2,65.21
CA-2023-100031,2023-03-29,CUST-023,HD Webcam,West|Oregon|Houston,4910.85,8,0.2,1031.28
US-2022-100032,2024-10-11,CUST-019,Wireless Mouse,West|Washington|Orlando,4694.35,6,0.2,985.81
EU-2021-100033,2023-04-17,CUST-026,Metal Cabinet,West|California|Chicago,2397.16,2,0.0,479.43
EU-2020-100034,2022-03-21,CUST-028,Laptop Stand,North|Wisconsin|Cleveland,3475.41,3,0.0,973.11
CA-2024-100035,2021-10-18,CUST-024,Inkjet Printer,Central|Ohio|Chicago,2914.65,3,0.1,714.09
EU-2023-100036,2022-08-08,CUST-012,Folder Labels,South|Georgia|New York,4685.09,6,0.2,327.96
CA-2022-100037,2023-11-24,CUST-001,iPhone 13,Central|Illinois|Seattle,452.57,6,0.1,110.88
CA-2021-100038,2023-12-26,CUST-005,Laptop Stand,North|Minnesota|San Francisco,2099.56,2,0.0,587.88
US-2020-100039,2022-06-22,CUST-020,Conference Chair,East|New Jersey|Minneapolis,4196.13,6,0.15,618.93
EU-2024-100040,2022-12-08,CUST-003,Office Desk,East|Massachusetts|Chicago,2513.57,6,0.2,326.76
US-2023-100041,2022-10-23,CUST-030,Desk Phone,South|North Carolina|Houston,3742.49,4,0.1,916.91
US-2022-100042,2023-04-20,CUST-027,Folding Table,South|Georgia|San Francisco,2000.7,5,0.0,400.14
US-2021-100043,2022-06-30,CUST-027,Markers,Central|Illinois|Indianapolis,5601.22,6,0.2,392.09
CA-2020-100044,2022-07-03,CUST-010,Desktop PC,South|North Carolina|Miami,2436.58,7,0.15,554.32
EU-2024-100045,2024-07-20,CUST-027,Filing Cabinet,North|Minnesota|Orlando,6100.71,7,0.0,1220.14
US-2023-100046,2024-02-19,CUST-023,Folder Labels,West|Oregon|Cleveland,3294.32,8,0.0,461.2
CA-2022-100047,2024-07-27,CUST-004,HD Webcam,Central|Ohio|New York,582.26,6,0.05,152.84
EU-2021-100048,2021-01-24,CUST-004,Inkjet Printer,Central|Illinois|Denver,460.95,5,0.15,104.87
EU-2020-100049,2023-12-05,CUST-022,Laptop Stand,North|Minnesota|Los Angeles,183.06,1,0.2,38.44
CA-2024-100050,2023-08-23,CUST-022,Glass Bookcase,Central|Ohio|Atlanta,7638.12,8,0.1,1260.29
CA-2023-100051,2024-08-11,CUST-016,Wooden Bookcase,East|Massachusetts|Atlanta,1704.27,6,0.15,251.38
US-2022-100052,2022-03-24,CUST-019,Canvas Pack,South|Florida|Madison,1639.74,2,0.2,114.78
EU-2021-100053,2022-10-28,CUST-016,Inkjet Printer,Central|Ohio|Seattle,4628.12,5,0.2,971.91
EU-2020-100054,2023-02-24,CUST-021,Office Desk,North|Minnesota|New York,3436.05,7,0.2,446.69
CA-2024-100055,2023-11-19,CUST-007,Colored Pencils,South|Georgia|Indianapolis,3600.69,7,0.2,252.05
CA-2023-100056,2021-11-08,CUST-020,Acco Binder,West|Washington|San Francisco,4508.22,5,0.05,552.26
CA-2022-100057,2022-07-02,CUST-018,iPhone 13,Central|Illinois|Denver,2087.1,3,0.15,474.82
EU-2021-100058,2024-06-29,CUST-016,Sketchbook,East|New Jersey|Las Vegas,5569.4,8,0.15,487.32
CA-2020-100059,2022-10-27,CUST-005,iPhone 13,North|Colorado|Minneapolis,3815.21,6,0.1,934.73
US-2024-100060,2021-02-27,CUST-006,Name Tags,West|California|Orlando,753.32,3,0.15,65.92
CA-2023-100061,2023-02-02,CUST-006,Laptop Table,South|North Carolina|Denver,7185.09,8,0.2,934.06
EU-2022-100062,2023-09-14,CUST-003,Conference Table,West|California|Boston,639.16,3,0.15,94.28
CA-2021-100063,2023-05-27,CUST-001,Canvas Pack,West|Oregon|Chicago,489.67,1,0.15,42.85
US-2020-100064,2022-12-27,CUST-016,Laptop Stand,East|Pennsylvania|Indianapolis,4106.93,7,0.2,862.46
CA-2024-100065,2024-11-30,CUST-022,Glass Bookcase,Central|Ohio|Boston,1760.02,2,0.1,290.4
CA-2023-100066,2021-06-14,CUST-019,Laptop Stand,East|Massachusetts|Cleveland,4959.84,8,0.05,1301.96
US-2022-100067,2021-10-03,CUST-001,Sketchbook,South|Florida|Seattle,900.73,1,0.0,126.1
EU-2021-100068,2023-12-03,CUST-004,Laptop Table,Central|Illinois|Chicago,5650.94,8,0.15,833.51
CA-2020-100069,2023-11-19,CUST-028,Inkjet Printer,South|Florida|Minneapolis,1862.56,8,0.0,521.52
EU-2024-100070,2023-09-03,CUST-019,Wireless Mouse,South|Florida|Minneapolis,6791.4,8,0.1,1663.89
CA-2023-100071,2023-12-04,CUST-011,Printer Paper,South|Florida|Atlanta,4649.09,6,0.2,325.44
CA-2022-100072,2024-02-10,CUST-006,Ikea Bookcase,South|Florida|Los Angeles,872.64,4,0.1,143.99
CA-2021-100073,2023-12-11,CUST-009,iPhone 13,East|New Jersey|Seattle,5305.92,8,0.0,1485.66
US-2020-100074,2024-11-22,CUST-015,Wireless Mouse,East|Pennsylvania|Minneapolis,2119.58,3,0.1,519.3
CA-2024-100075,2021-01-15,CUST-010,Inkjet Printer,East|Massachusetts|Dallas,2393.44,4,0.0,670.16
EU-2023-100076,2022-12-22,CUST-008,iPhone 13,South|North Carolina|Boston,3275.44,7,0.0,917.12
US-2022-100077,2024-10-14,CUST-020,Notebooks,West|Washington|Seattle,2264.19,7,0.05,277.36
US-2021-100078,2021-07-09,CUST-001,Sticky Notes,East|Pennsylvania|Cleveland,2231.71,3,0.1,234.33
CA-2020-100079,2023-10-11,CUST-018,Server Rack,West|California|Miami,5088.07,7,0.1,1246.58
EU-2024-100080,2022-12-31,CUST-003,Desk Phone,North|Colorado|Dallas,3624.0,4,0.2,761.04
EU-2023-100081,2024-03-26,CUST-022,Google Pixel 6,West|Oregon|Indianapolis,2063.06,3,0.2,433.24
CA-2022-100082,2022-05-12,CUST-022,iPhone 13,West|Nevada|Los Angeles,827.91,5,0.1,202.84
CA-2021-100083,2023-06-29,CUST-020,Executive Chair,West|Nevada|New York,3398.91,4,0.15,501.34
CA-2020-100084,2023-02-28,CUST-009,Modular Shelving,South|Virginia|Dallas,4907.37,5,0.05,895.6
CA-2024-100085,2024-06-08,CUST-018,Name Tags,West|Washington|Chicago,1234.38,6,0.0,172.81
CA-2023-100086,2023-02-28,CUST-005,Canvas Pack,Central|Michigan|Portland,1795.12,5,0.15,157.07
CA-2022-100087,2021-12-26,CUST-017,Noise Cancelling Headset,East|Pennsylvania|Chicago,8052.49,8,0.15,1831.94
EU-2021-100088,2021-05-02,CUST-020,Wooden Bookcase,East|New Jersey|Indianapolis,3851.48,5,0.2,500.69
EU-2020-100089,2022-12-19,CUST-027,Modular Shelving,South|Georgia|New York,5849.0,6,0.05,1067.44
EU-2024-100090,2024-04-12,CUST-013,Desk Phone,East|New York|Las Vegas,3801.67,7,0.05,997.94
US-2023-100091,2023-11-17,CUST-007,Desk Phone,East|New York|Los Angeles,995.72,2,0.1,243.95
EU-2022-100092,2023-11-23,CUST-029,Filing Cabinet,East|Massachusetts|Las Vegas,1925.08,2,0.1,317.64
EU-2021-100093,2021-11-05,CUST-015,Server Rack,South|Florida|Los Angeles,4299.48,6,0.0,1203.85
CA-2020-100094,2022-12-11,CUST-008,Name Tags,South|North Carolina|Los Angeles,55.33,2,0.15,4.84
US-2024-100095,2021-05-09,CUST-015,Executive Chair,East|Massachusetts|Minneapolis,1569.61,7,0.0,313.92
US-2023-100096,2024-12-30,CUST-018,Conference Table,West|Nevada|Los Angeles,1960.71,3,0.1,323.52
US-2022-100097,2023-06-10,CUST-026,Ergonomic Task Chair,West|Oregon|Boston,2481.07,6,0.2,322.54
EU-2021-100098,2022-09-29,CUST-008,Filing Cabinet,North|Minnesota|Madison,2864.66,5,0.1,472.67
US-2020-100099,2022-06-18,CUST-007,Bookshelf,North|Indiana|Seattle,558.0,5,0.2,72.54
CA-2024-100100,2021-01-04,CUST-030,Ring Binder,North|Wisconsin|Houston,4363.35,7,0.2,305.43
US-2023-100101,2024-05-31,CUST-013,Shipping Labels,East|New Jersey|Orlando,2740.82,7,0.1,287.79
US-2022-100102,2022-12-20,CUST-026,Ikea Bookcase,South|Florida|Atlanta,933.75,1,0.1,154.07
EU-2021-100103,2024-01-21,CUST-026,Glass Bookcase,East|New Jersey|Orlando,50.63,5,0.05,9.24
CA-2020-100104,2021-06-09,CUST-008,Label Holder,East|New Jersey|Columbus,352.59,1,0.0,49.36
US-2024-100105,2022-04-15,CUST-004,Label Holder,East|New York|Boston,1280.26,3,0.2,89.62
EU-2023-100106,2021-02-19,CUST-025,Name Tags,South|Virginia|Indianapolis,477.16,1,0.05,58.45
US-2022-100107,2024-08-02,CUST-030,Laptop Stand,West|Nevada|Philadelphia,4056.73,8,0.05,1064.89
CA-2021-100108,2022-08-12,CUST-025,Wooden Bookcase,West|Nevada|Portland,1407.85,4,0.1,232.3
CA-2020-100109,2021-07-31,CUST-007,Executive Chair,South|Florida|Atlanta,4174.74,6,0.0,834.95
US-2024-100110,2024-02-06,CUST-008,Executive Chair,Central|Ohio|Boston,2019.85,4,0.1,333.28
CA-2023-100111,2021-12-16,CUST-005,Storage Shelves,North|Wisconsin|Los Angeles,1343.72,6,0.05,245.23
US-2022-100112,2023-08-29,CUST-003,Ergonomic Task Chair,North|Minnesota|Columbus,2940.32,4,0.15,433.7
EU-2021-100113,2021-03-11,CUST-030,Conference Chair,West|Oregon|Denver,659.9,5,0.15,97.34
CA-2020-100114,2023-09-08,CUST-011,Laptop Stand,Central|Illinois|Philadelphia,1999.45,2,0.05,524.86
EU-2024-100115,2021-01-24,CUST-001,Laptop Stand,West|California|Houston,4604.04,7,0.2,966.85
EU-2023-100116,2024-06-14,CUST-008,Label Holder,Central|Michigan|Minneapolis,5982.66,6,0.05,732.88
EU-2022-100117,2022-06-05,CUST-018,Acco Binder,North|Wisconsin|Miami,3941.98,7,0.0,551.88
EU-2021-100118,2024-05-10,CUST-002,Desktop PC,West|Nevada|Miami,613.59,2,0.05,161.07
US-2020-100119,2022-04-07,CUST-021,Acco Binder,Central|Illinois|Denver,712.07,1,0.2,49.84
US-2024-100120,2022-12-21,CUST-006,Laptop Table,West|Washington|Columbus,2077.09,7,0.15,306.37
EU-2023-100121,2023-06-05,CUST-007,Server Rack,South|North Carolina|Atlanta,4410.56,5,0.05,1157.77
EU-2022-100122,2022-11-09,CUST-018,Noise Cancelling Headset,West|Oregon|Seattle,3299.81,4,0.05,866.2
US-2021-100123,2024-06-28,CUST-014,Sketchbook,South|Florida|Dallas,286.32,1,0.15,25.05
US-2020-100124,2024-11-25,CUST-026,Executive Chair,South|North Carolina|Houston,750.3,5,0.0,150.06
EU-2024-100125,2021-09-23,CUST-008,Filing Cabinet,North|Wisconsin|Las Vegas,4372.68,5,0.2,568.45
US-2023-100126,2023-09-13,CUST-009,HD Webcam,North|Colorado|Indianapolis,103.65,7,0.15,23.58
CA-2022-100127,2024-06-19,CUST-012,iPhone 13,North|Colorado|Indianapolis,1176.34,1,0.0,329.38
EU-2021-100128,2022-10-05,CUST-021,iPhone 13,East|New York|Minneapolis,7016.7,8,0.05,1841.88
EU-2020-100129,2021-11-16,CUST-016,Conference Chair,West|California|Atlanta,303.71,1,0.2,39.48
US-2024-100130,2023-07-09,CUST-023,Google Pixel 6,East|Massachusetts|Miami,2044.35,7,0.0,572.42
CA-2023-100131,2021-01-11,CUST-006,Wireless Mouse,West|Washington|Philadelphia,48.44,4,0.0,13.56
US-2022-100132,2021-12-08,CUST-013,Ergonomic Task Chair,South|Florida|Orlando,1058.5,6,0.2,137.61
CA-2021-100133,2021-04-02,CUST-003,Plastic Binder,South|North Carolina|Philadelphia,4130.14,8,0.1,433.66
US-2020-100134,2024-05-21,CUST-024,Plastic Binder,North|Minnesota|Portland,2255.72,4,0.05,276.33
US-2024-100135,2024-11-02,CUST-028,Conference Chair,North|Indiana|Los Angeles,1867.74,2,0.15,275.49
CA-2023-100136,2024-09-24,CUST-013,Sketchbook,Central|Ohio|Dallas,3186.41,7,0.05,390.34
US-2022-100137,2021-07-17,CUST-013,Name Tags,South|Georgia|Houston,3311.0,5,0.0,463.54
CA-2021-100138,2022-06-30,CUST-004,Server Rack,West|Nevada|Dallas,5437.26,7,0.2,1141.82
CA-2020-100139,2024-03-18,CUST-001,Notebooks,North|Minnesota|New York,2281.68,3,0.0,319.44
EU-2024-100140,2022-08-26,CUST-005,Ring Binder,West|Washington|Denver,463.47,1,0.0,64.89
EU-2023-100141,2023-12-03,CUST-019,Ergonomic Task Chair,North|Indiana|New York,894.99,2,0.2,116.35
CA-2022-100142,2021-08-04,CUST-008,Storage Shelves,West|Oregon|Seattle,4028.66,4,0.15,594.23
EU-2021-100143,2021-10-15,CUST-030,Desk Phone,South|Florida|Madison,411.2,2,0.05,107.94
EU-2020-100144,2022-12-09,CUST-013,Samsung Galaxy S22,South|Florida|New York,6692.22,7,0.2,1405.37
US-2024-100145,2024-05-16,CUST-029,HD Webcam,West|Oregon|Las Vegas,6591.75,7,0.1,1614.98
CA-2023-100146,2021-05-15,CUST-007,Presentation Binder,Central|Texas|Philadelphia,3584.35,4,0.15,313.63
CA-2022-100147,2023-08-30,CUST-003,Google Pixel 6,East|Pennsylvania|Dallas,809.52,2,0.2,170.0
US-2021-100148,2021-03-14,CUST-020,Metal Cabinet,South|Florida|Los Angeles,938.4,2,0.0,187.68
CA-2020-100149,2024-07-09,CUST-030,iPhone 13,West|Washington|Atlanta,6071.7,6,0.0,1700.08
US-2024-100150,2021-08-30,CUST-003,Sketchbook,North|Minnesota|Columbus,1127.55,4,0.2,78.93
CA-2023-100151,2023-12-19,CUST-005,Noise Cancelling Headset,North|Indiana|Boston,2063.48,2,0.05,541.66
CA-2022-100152,2021-12-25,CUST-007,Modular Shelving,North|Indiana|Portland,440.58,7,0.0,88.12
US-2021-100153,2022-09-17,CUST-030,Colored Pencils,Central|Michigan|Madison,798.41,3,0.15,69.86
US-2020-100154,2022-07-05,CUST-027,Modular Shelving,West|Nevada|Chicago,327.79,7,0.15,48.35
CA-2024-100155,2022-04-04,CUST-020,Ergonomic Task Chair,South|Florida|Atlanta,2632.82,7,0.15,388.34
CA-2023-100156,2024-03-15,CUST-014,Legal Pads,Central|Michigan|Dallas,1966.53,4,0.2,137.66
CA-2022-100157,2023-03-08,CUST-018,Shipping Labels,South|Florida|New York,1397.24,5,0.2,97.81
US-2021-100158,2021-04-02,CUST-029,Wooden Bookcase,South|Georgia|New York,2532.43,3,0.15,373.53
EU-2020-100159,2021-01-09,CUST-016,HD Webcam,South|North Carolina|Atlanta,482.78,1,0.2,101.38
CA-2024-100160,2021-04-02,CUST-022,Desk Phone,North|Indiana|Seattle,4600.4,7,0.05,1207.61
EU-2023-100161,2024-06-16,CUST-016,Folder Labels,East|New York|New York,34.48,1,0.2,2.41
CA-2022-100162,2021-12-09,CUST-028,Name Tags,South|Florida|Boston,1617.04,5,0.15,141.49
EU-2021-100163,2021-10-21,CUST-002,Conference Table,South|Georgia|Dallas,6719.47,8,0.1,1108.71
US-2020-100164,2023-02-28,CUST-009,Modular Shelving,West|Washington|Los Angeles,5748.96,8,0.0,1149.79
US-2024-100165,2021-07-07,CUST-023,Modular Shelving,West|Oregon|Chicago,2202.14,3,0.05,401.89
CA-2023-100166,2023-12-26,CUST-030,iPhone 13,North|Colorado|Portland,2237.22,3,0.15,508.97
EU-2022-100167,2023-05-04,CUST-019,Inkjet Printer,West|Nevada|Boston,340.62,2,0.2,71.53
US-2021-100168,2023-09-29,CUST-003,Office Desk,East|Pennsylvania|Columbus,563.52,1,0.05,102.84
US-2020-100169,2023-03-01,CUST-011,Laptop Stand,North|Minnesota|Minneapolis,1374.46,4,0.05,360.8
US-2024-100170,2021-03-12,CUST-023,Google Pixel 6,Central|Ohio|New York,3981.91,6,0.1,975.57
US-2023-100171,2021-03-08,CUST-027,Filing Cabinet,South|Virginia|Indianapolis,498.93,1,0.1,82.32
EU-2022-100172,2023-12-04,CUST-011,Samsung Galaxy S22,Central|Texas|New York,1730.07,2,0.1,423.87
US-2021-100173,2021-03-29,CUST-009,Ring Binder,East|Pennsylvania|Denver,593.95,7,0.0,83.15
CA-2020-100174,2021-05-08,CUST-004,Ikea Bookcase,Central|Ohio|Dallas,699.52,6,0.1,115.42
US-2024-100175,2022-12-15,CUST-024,Inkjet Printer,West|Washington|Boston,2127.3,6,0.0,595.64
EU-2023-100176,2024-06-03,CUST-026,Markers,East|New York|Chicago,1804.33,2,0.05,221.03
CA-2022-100177,2023-09-22,CUST-021,Filing Cabinet,West|Nevada|Cleveland,3989.54,7,0.1,658.27
CA-2021-100178,2022-07-05,CUST-015,Sketchbook,Central|Texas|Houston,2509.92,7,0.2,175.69
US-2020-100179,2023-06-15,CUST-024,Storage Shelves,Central|Illinois|Indianapolis,2028.25,2,0.15,299.17
EU-2024-100180,2022-03-16,CUST-009,Laptop Stand,Central|Michigan|Boston,169.78,6,0.2,35.65
EU-2023-100181,2022-08-11,CUST-006,Legal Pads,South|Florida|Chicago,1127.5,2,0.0,157.85
US-2022-100182,2022-03-31,CUST-023,Modular Shelving,South|Virginia|Denver,2594.98,4,0.2,337.35
EU-2021-100183,2024-08-10,CUST-013,HD Webcam,North|Colorado|Indianapolis,1254.82,2,0.0,351.35
CA-2020-100184,2024-08-26,CUST-021,Canvas Pack,East|Massachusetts|Columbus,478.12,4,0.1,50.2
CA-2024-100185,2024-04-09,CUST-022,Presentation Binder,Central|Michigan|Los Angeles,2225.71,6,0.2,155.8
CA-2023-100186,2023-10-13,CUST-005,Conference Chair,Central|Michigan|Miami,3576.69,3,0.0,715.34
CA-2022-100187,2023-10-22,CUST-027,Sketchbook,North|Wisconsin|San Francisco,2070.93,3,0.15,181.21
EU-2021-100188,2024-10-17,CUST-015,Shipping Labels,East|Massachusetts|Miami,6508.18,7,0.0,911.15
US-2020-100189,2024-05-01,CUST-015,Modular Shelving,Central|Ohio|Minneapolis,809.71,1,0.1,133.6
US-2024-100190,2024-08-06,CUST-017,Shipping Labels,South|North Carolina|Philadelphia,345.8,4,0.05,42.36
US-2023-100191,2022-09-15,CUST-029,Metal Cabinet,South|Florida|Minneapolis,5340.93,7,0.0,1068.19
CA-2022-100192,2021-10-12,CUST-001,iPhone 13,North|Colorado|Denver,3135.48,4,0.15,713.32
US-2021-100193,2021-03-06,CUST-011,Bookshelf,East|Massachusetts|Minneapolis,3445.32,6,0.0,689.06
CA-2020-100194,2021-08-16,CUST-028,Inkjet Printer,North|Minnesota|Columbus,1375.85,3,0.15,313.01
US-2024-100195,2022-10-06,CUST-025,Google Pixel 6,Central|Illinois|Houston,1928.7,4,0.2,405.03
US-2023-100196,2022-01-23,CUST-013,Laptop Stand,South|Virginia|Minneapolis,691.0,4,0.0,193.48
CA-2022-100197,2022-07-08,CUST-012,Samsung Galaxy S22,North|Indiana|Minneapolis,2644.4,8,0.0,740.43
US-2021-100198,2022-04-02,CUST-027,Inkjet Printer,North|Indiana|Dallas,5517.46,5,0.05,1448.33
CA-2020-100199,2022-09-07,CUST-027,Inkjet Printer,West|Oregon|Cleveland,1228.53,2,0.2,257.99
US-2024-100200,2023-08-30,CUST-010,Wooden Bookcase,East|New Jersey|Indianapolis,736.74,8,0.05,134.46
US-2023-100201,2024-11-20,CUST-005,Executive Chair,Central|Illinois|Miami,1245.78,7,0.2,161.95
US-2022-100202,2024-01-14,CUST-008,Executive Chair,North|Colorado|Seattle,929.58,6,0.15,137.11
US-2021-100203,2024-04-03,CUST-010,Inkjet Printer,East|New Jersey|Atlanta,29.03,1,0.0,8.13
US-2020-100204,2021-05-20,CUST-010,Office Desk,Central|Ohio|Houston,3258.37,4,0.2,423.59
EU-2024-100205,2023-12-07,CUST-030,Bookshelf,East|Pennsylvania|San Francisco,501.74,1,0.2,65.23
CA-2023-100206,2022-03-27,CUST-008,Gaming Chair,Central|Illinois|New York,2075.9,2,0.05,378.85
CA-2022-100207,2023-06-23,CUST-012,Notebooks,West|Oregon|Chicago,2708.24,5,0.1,284.37
EU-2021-100208,2022-12-18,CUST-003,Legal Pads,North|Wisconsin|Atlanta,1065.96,2,0.05,130.58
EU-2020-100209,2023-04-14,CUST-003,Inkjet Printer,West|Nevada|Portland,3007.44,8,0.15,684.19
EU-2024-100210,2021-01-15,CUST-011,Conference Chair,North|Indiana|Philadelphia,3738.74,8,0.05,682.32
US-2023-100211,2022-05-04,CUST-019,Folding Table,West|Oregon|Minneapolis,743.75,1,0.15,109.7
CA-2022-100212,2021-02-24,CUST-017,Folding Table,North|Colorado|Indianapolis,1888.29,8,0.15,278.52
US-2021-100213,2022-07-23,CUST-011,Ergonomic Task Chair,South|Virginia|Las Vegas,541.33,4,0.1,89.32
EU-2020-100214,2024-11-18,CUST-004,Office Desk,West|Nevada|Boston,6846.84,6,0.0,1369.37
US-2024-100215,2021-11-04,CUST-029,Glass Bookcase,South|Virginia|Minneapolis,3450.48,3,0.0,690.1
US-2023-100216,2024-02-26,CUST-022,Legal Pads,East|New Jersey|Indianapolis,2125.86,3,0.0,297.62
US-2022-100217,2023-09-02,CUST-002,Storage Shelves,East|Pennsylvania|Boston,959.68,1,0.15,141.55
CA-2021-100218,2021-09-02,CUST-013,Storage Shelves,South|North Carolina|Miami,8563.15,8,0.05,1562.77
US-2020-100219,2023-06-02,CUST-017,Label Holder,East|Massachusetts|Denver,4143.94,4,0.05,507.63
CA-2024-100220,2023-03-08,CUST-011,Desk Phone,North|Indiana|Miami,4051.33,4,0.1,992.58
US-2023-100221,2023-07-30,CUST-009,Office Desk,Central|Ohio|Minneapolis,2107.56,4,0.05,384.63
US-2022-100222,2024-10-02,CUST-013,Ikea Bookcase,West|California|Chicago,242.66,2,0.2,31.55
CA-2021-100223,2022-03-09,CUST-004,Filing Cabinet,North|Minnesota|Philadelphia,3125.97,5,0.1,515.79
CA-2020-100224,2022-01-05,CUST-004,Bookshelf,North|Indiana|New York,4733.44,4,0.0,946.69
US-2024-100225,2022-04-18,CUST-014,Laptop Table,Central|Texas|Seattle,3864.17,6,0.15,569.97
US-2023-100226,2021-08-17,CUST-015,iPhone 13,South|Georgia|Orlando,223.7,3,0.05,58.72
US-2022-100227,2023-03-09,CUST-006,Modular Shelving,North|Indiana|Portland,6059.54,7,0.2,787.74
US-2021-100228,2021-05-29,CUST-013,Filing Cabinet,South|Georgia|Boston,5959.4,5,0.0,1191.88
EU-2020-100229,2024-05-07,CUST-007,Name Tags,South|North Carolina|Chicago,888.62,3,0.2,62.2
CA-2024-100230,2021-04-03,CUST-009,Noise Cancelling Headset,East|New Jersey|Indianapolis,5324.87,7,0.2,1118.22
US-2023-100231,2023-01-05,CUST-002,Conference Chair,West|Nevada|Dallas,994.51,6,0.2,129.29
US-2022-100232,2021-04-06,CUST-016,Wireless Mouse,West|Nevada|Houston,352.88,1,0.0,98.81
EU-2021-100233,2023-07-10,CUST-014,Laptop Stand,West|Nevada|Houston,914.43,2,0.05,240.04
US-2020-100234,2024-12-06,CUST-006,Label Holder,North|Minnesota|Los Angeles,4263.74,8,0.2,298.46
EU-2024-100235,2023-10-11,CUST-010,Colored Pencils,Central|Illinois|Indianapolis,449.66,3,0.1,47.21
CA-2023-100236,2024-07-11,CUST-009,Ikea Bookcase,Central|Texas|Cleveland,1149.69,5,0.05,209.82
EU-2022-100237,2021-07-02,CUST-026,Notebooks,West|California|Miami,4350.78,7,0.0,609.11
EU-2021-100238,2023-06-11,CUST-006,Samsung Galaxy S22,East|New Jersey|Madison,5291.19,6,0.1,1296.34
US-2020-100239,2023-11-18,CUST-015,Conference Chair,West|California|Philadelphia,6740.7,8,0.15,994.25
US-2024-100240,2023-07-14,CUST-010,iPhone 13,North|Indiana|Indianapolis,609.63,1,0.0,170.7
CA-2023-100241,2022-02-13,CUST-005,Bookshelf,North|Minnesota|Philadelphia,7145.64,8,0.15,1053.98
CA-2022-100242,2021-09-16,CUST-029,Name Tags,South|North Carolina|Seattle,746.39,1,0.1,78.37
CA-2021-100243,2022-02-17,CUST-030,Ring Binder,South|Florida|Madison,4975.34,5,0.05,609.48
